country_name,date,parameter,product,value,unit
Mexico,2023-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5469.687,GWh
Mexico,2023-04-01,Total Imports,Electricity,471.9062,GWh
Mexico,2023-04-01,Total Exports,Electricity,208.919,GWh
Mexico,2023-04-01,Distribution Losses,Electricity,3082.7894,GWh
Mexico,2023-04-01,Final Consumption (Calculated),Electricity,29015.4868,GWh
Argentina,2023-04-01,Net Electricity Production,Electricity,8722.6379,GWh
Argentina,2023-04-01,Net Electricity Production,Nuclear,673.2674,GWh
Argentina,2023-04-01,Net Electricity Production,Total Combustible Fuels,5692.9626,GWh
Argentina,2023-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",128.9888,GWh
Argentina,2023-04-01,Net Electricity Production,Oil and Petroleum Products,661.1745,GWh
Argentina,2023-04-01,Net Electricity Production,Natural Gas,4741.9122,GWh
Argentina,2023-04-01,Net Electricity Production,Combustible Renewables,160.8871,GWh
Argentina,2023-04-01,Net Electricity Production,Hydro,1062.8419,GWh
Argentina,2023-04-01,Net Electricity Production,Wind,1057.2532,GWh
Argentina,2023-04-01,Net Electricity Production,Solar,236.3128,GWh
Argentina,2023-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2517.2951,GWh
Brazil,2023-04-01,Net Electricity Production,Electricity,54499.7416,GWh
Brazil,2023-04-01,Net Electricity Production,Nuclear,1306.0105,GWh
Brazil,2023-04-01,Net Electricity Production,Total Combustible Fuels,7612.486,GWh
Brazil,2023-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1110.5019,GWh
Brazil,2023-04-01,Net Electricity Production,Oil and Petroleum Products,466.7292,GWh
Brazil,2023-04-01,Net Electricity Production,Natural Gas,2428.0305,GWh
Brazil,2023-04-01,Net Electricity Production,Combustible Renewables,3467.2917,GWh
Brazil,2023-04-01,Net Electricity Production,Other Combustible Non-Renewables,139.9328,GWh
Brazil,2023-04-01,Net Electricity Production,Hydro,37200.7215,GWh
Brazil,2023-04-01,Net Electricity Production,Wind,4997.2533,GWh
Brazil,2023-04-01,Net Electricity Production,Solar,3383.2702,GWh
Brazil,2023-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",49048.5367,GWh
Peru,2023-04-01,Net Electricity Production,Electricity,5033.2882,GWh
Peru,2023-04-01,Net Electricity Production,Total Combustible Fuels,1783.7998,GWh
Peru,2023-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",20.1881,GWh
Peru,2023-04-01,Net Electricity Production,Oil and Petroleum Products,21.4958,GWh
Peru,2023-04-01,Net Electricity Production,Natural Gas,1699.3228,GWh
Peru,2023-04-01,Net Electricity Production,Combustible Renewables,42.793,GWh
Peru,2023-04-01,Net Electricity Production,Hydro,2989.9243,GWh
Peru,2023-04-01,Net Electricity Production,Wind,195.093,GWh
Peru,2023-04-01,Net Electricity Production,Solar,64.4711,GWh
Peru,2023-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3292.2814,GWh
Chile,2023-03-01,Net Electricity Production,Electricity,7763.5385,GWh
Chile,2023-03-01,Net Electricity Production,Total Combustible Fuels,3954.5608,GWh
Chile,2023-03-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1341.4977,GWh
Chile,2023-03-01,Net Electricity Production,Oil and Petroleum Products,72.6768,GWh
Chile,2023-03-01,Net Electricity Production,Natural Gas,2077.258,GWh
Chile,2023-03-01,Net Electricity Production,Combustible Renewables,463.1283,GWh
Chile,2023-03-01,Net Electricity Production,Hydro,1460.7207,GWh
Chile,2023-03-01,Net Electricity Production,Wind,750.0468,GWh
Chile,2023-03-01,Net Electricity Production,Solar,1563.8683,GWh
Chile,2023-03-01,Net Electricity Production,Geothermal,34.342,GWh
Chile,2023-03-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4272.1061,GWh
Chile,2023-03-01,Distribution Losses,Electricity,378.1631,GWh
Chile,2023-03-01,Final Consumption (Calculated),Electricity,7385.3754,GWh
Colombia,2023-03-01,Net Electricity Production,Electricity,6983.2886,GWh
Colombia,2023-03-01,Net Electricity Production,Total Combustible Fuels,1806.3189,GWh
Colombia,2023-03-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",361.7142,GWh
Colombia,2023-03-01,Net Electricity Production,Oil and Petroleum Products,229.7081,GWh
Colombia,2023-03-01,Net Electricity Production,Natural Gas,1033.4838,GWh
Colombia,2023-03-01,Net Electricity Production,Combustible Renewables,181.4127,GWh
Colombia,2023-03-01,Net Electricity Production,Hydro,5132.6611,GWh
Colombia,2023-03-01,Net Electricity Production,Wind,6.4789,GWh
Colombia,2023-03-01,Net Electricity Production,Solar,37.8296,GWh
Colombia,2023-03-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5358.3824,GWh
Colombia,2023-03-01,Total Imports,Electricity,58.5849,GWh
Colombia,2023-03-01,Total Exports,Electricity,13.9631,GWh
Colombia,2023-03-01,Distribution Losses,Electricity,394.3881,GWh
Colombia,2023-03-01,Final Consumption (Calculated),Electricity,6633.5223,GWh
Costa Rica,2023-03-01,Remarks,Data is estimated for this month,,GWh
Costa Rica,2023-03-01,Net Electricity Production,Electricity,962.558,GWh
Costa Rica,2023-03-01,Net Electricity Production,Total Combustible Fuels,22.4958,GWh
Costa Rica,2023-03-01,Net Electricity Production,Oil and Petroleum Products,0.3848,GWh
Costa Rica,2023-03-01,Net Electricity Production,Combustible Renewables,22.1109,GWh
Costa Rica,2023-03-01,Net Electricity Production,Hydro,605.724,GWh
Costa Rica,2023-03-01,Net Electricity Production,Wind,176.2014,GWh
Costa Rica,2023-03-01,Net Electricity Production,Solar,10.471,GWh
Costa Rica,2023-03-01,Net Electricity Production,Geothermal,147.6658,GWh
Costa Rica,2023-03-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",962.1732,GWh
Costa Rica,2023-03-01,Total Imports,Electricity,0.0,GWh
Costa Rica,2023-03-01,Total Exports,Electricity,0.0,GWh
Costa Rica,2023-03-01,Distribution Losses,Electricity,0.0,GWh
Costa Rica,2023-03-01,Final Consumption (Calculated),Electricity,962.558,GWh
Mexico,2023-03-01,Net Electricity Production,Electricity,32517.5819,GWh
Mexico,2023-03-01,Net Electricity Production,Nuclear,1144.1802,GWh
Mexico,2023-03-01,Net Electricity Production,Total Combustible Fuels,26086.9451,GWh
Mexico,2023-03-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",2567.7435,GWh
Mexico,2023-03-01,Net Electricity Production,Oil and Petroleum Products,4423.6832,GWh
Mexico,2023-03-01,Net Electricity Production,Natural Gas,18592.9984,GWh
Mexico,2023-03-01,Net Electricity Production,Combustible Renewables,406.0465,GWh
Mexico,2023-03-01,Net Electricity Production,Other Combustible Non-Renewables,96.4735,GWh
Mexico,2023-03-01,Net Electricity Production,Hydro,1434.0134,GWh
Mexico,2023-03-01,Net Electricity Production,Wind,1842.6034,GWh
Mexico,2023-03-01,Net Electricity Production,Solar,1445.078,GWh
Mexico,2023-03-01,Net Electricity Production,Geothermal,400.0116,GWh
Mexico,2023-03-01,Net Electricity Production,Not Specified,164.75,GWh
Mexico,2023-03-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5527.753,GWh
Mexico,2023-03-01,Total Imports,Electricity,487.6364,GWh
Mexico,2023-03-01,Total Exports,Electricity,215.883,GWh
Mexico,2023-03-01,Distribution Losses,Electricity,3141.0952,GWh
Mexico,2023-03-01,Final Consumption (Calculated),Electricity,29648.2401,GWh
Argentina,2023-03-01,Net Electricity Production,Electricity,13018.0789,GWh
Argentina,2023-03-01,Net Electricity Production,Nuclear,637.7794,GWh
Argentina,2023-03-01,Net Electricity Production,Total Combustible Fuels,9365.2938,GWh
Argentina,2023-03-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",226.9289,GWh
Argentina,2023-03-01,Net Electricity Production,Oil and Petroleum Products,2525.7392,GWh
Argentina,2023-03-01,Net Electricity Production,Natural Gas,6458.5966,GWh
Argentina,2023-03-01,Net Electricity Production,Combustible Renewables,154.029,GWh
Argentina,2023-03-01,Net Electricity Production,Hydro,1658.2386,GWh
Argentina,2023-03-01,Net Electricity Production,Wind,1089.1382,GWh
Argentina,2023-03-01,Net Electricity Production,Solar,267.6289,GWh
Argentina,2023-03-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3169.0348,GWh
Brazil,2023-03-01,Net Electricity Production,Electricity,58887.7089,GWh
Brazil,2023-03-01,Net Electricity Production,Nuclear,1202.8617,GWh
Brazil,2023-03-01,Net Electricity Production,Total Combustible Fuels,5785.6727,GWh
Brazil,2023-03-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1293.1814,GWh
Brazil,2023-03-01,Net Electricity Production,Oil and Petroleum Products,537.1025,GWh
Brazil,2023-03-01,Net Electricity Production,Natural Gas,1915.3309,GWh
Brazil,2023-03-01,Net Electricity Production,Combustible Renewables,1900.1251,GWh
Brazil,2023-03-01,Net Electricity Production,Other Combustible Non-Renewables,139.9328,GWh
Brazil,2023-03-01,Net Electricity Production,Hydro,42108.5756,GWh
Brazil,2023-03-01,Net Electricity Production,Wind,6252.4173,GWh
Brazil,2023-03-01,Net Electricity Production,Solar,3538.1815,GWh
Brazil,2023-03-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",53799.2995,GWh
Peru,2023-03-01,Net Electricity Production,Electricity,5339.1375,GWh
Peru,2023-03-01,Net Electricity Production,Total Combustible Fuels,2251.462,GWh
Peru,2023-03-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",23.6577,GWh
Peru,2023-03-01,Net Electricity Production,Oil and Petroleum Products,25.1901,GWh
Peru,2023-03-01,Net Electricity Production,Natural Gas,2152.4666,GWh
Peru,2023-03-01,Net Electricity Production,Combustible Renewables,50.1475,GWh
Peru,2023-03-01,Net Electricity Production,Hydro,2912.1203,GWh
Peru,2023-03-01,Net Electricity Production,Wind,115.8911,GWh
Peru,2023-03-01,Net Electricity Production,Solar,59.6642,GWh
Peru,2023-03-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3137.8231,GWh
Chile,2023-02-01,Net Electricity Production,Electricity,7008.7416,GWh
Chile,2023-02-01,Net Electricity Production,Total Combustible Fuels,3133.5415,GWh
Chile,2023-02-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1089.9004,GWh
Chile,2023-02-01,Net Electricity Production,Oil and Petroleum Products,69.4438,GWh
Chile,2023-02-01,Net Electricity Production,Natural Gas,1577.3603,GWh
Chile,2023-02-01,Net Electricity Production,Combustible Renewables,396.837,GWh
Chile,2023-02-01,Net Electricity Production,Hydro,1609.4355,GWh
Chile,2023-02-01,Net Electricity Production,Wind,760.3736,GWh
Chile,2023-02-01,Net Electricity Production,Solar,1475.5293,GWh
Chile,2023-02-01,Net Electricity Production,Geothermal,29.8618,GWh
Chile,2023-02-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4272.0372,GWh
Chile,2023-02-01,Distribution Losses,Electricity,339.8704,GWh
Chile,2023-02-01,Final Consumption (Calculated),Electricity,6668.8713,GWh
Colombia,2023-02-01,Net Electricity Production,Electricity,6709.8319,GWh
Colombia,2023-02-01,Net Electricity Production,Total Combustible Fuels,2270.1926,GWh
Colombia,2023-02-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",769.4148,GWh
Colombia,2023-02-01,Net Electricity Production,Oil and Petroleum Products,231.3947,GWh
Colombia,2023-02-01,Net Electricity Production,Natural Gas,1087.9704,GWh
Colombia,2023-02-01,Net Electricity Production,Combustible Renewables,181.4127,GWh
Colombia,2023-02-01,Net Electricity Production,Hydro,4396.1319,GWh
Colombia,2023-02-01,Net Electricity Production,Wind,5.5443,GWh
Colombia,2023-02-01,Net Electricity Production,Solar,37.9631,GWh
Colombia,2023-02-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4621.052,GWh
Colombia,2023-02-01,Total Imports,Electricity,0.1174,GWh
Colombia,2023-02-01,Total Exports,Electricity,159.1973,GWh
Colombia,2023-02-01,Distribution Losses,Electricity,355.0508,GWh
Colombia,2023-02-01,Final Consumption (Calculated),Electricity,6195.7012,GWh
Costa Rica,2023-02-01,Remarks,Data is estimated for this month,,GWh
Costa Rica,2023-02-01,Net Electricity Production,Electricity,931.1524,GWh
Costa Rica,2023-02-01,Net Electricity Production,Total Combustible Fuels,19.3364,GWh
Costa Rica,2023-02-01,Net Electricity Production,Oil and Petroleum Products,0.043,GWh
Costa Rica,2023-02-01,Net Electricity Production,Combustible Renewables,19.2935,GWh
Costa Rica,2023-02-01,Net Electricity Production,Hydro,557.9009,GWh
Costa Rica,2023-02-01,Net Electricity Production,Wind,210.534,GWh
Costa Rica,2023-02-01,Net Electricity Production,Solar,10.3602,GWh
Costa Rica,2023-02-01,Net Electricity Production,Geothermal,133.0209,GWh
Costa Rica,2023-02-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",931.1094,GWh
Costa Rica,2023-02-01,Total Imports,Electricity,0.0,GWh
Costa Rica,2023-02-01,Total Exports,Electricity,334.4127,GWh
Costa Rica,2023-02-01,Distribution Losses,Electricity,132.5533,GWh
Costa Rica,2023-02-01,Final Consumption (Calculated),Electricity,464.1863,GWh
Mexico,2023-02-01,Net Electricity Production,Electricity,27874.9778,GWh
Mexico,2023-02-01,Net Electricity Production,Nuclear,1046.9454,GWh
Mexico,2023-02-01,Net Electricity Production,Total Combustible Fuels,22141.0119,GWh
Mexico,2023-02-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1920.611,GWh
Mexico,2023-02-01,Net Electricity Production,Oil and Petroleum Products,3794.6264,GWh
Mexico,2023-02-01,Net Electricity Production,Natural Gas,15949.0357,GWh
Mexico,2023-02-01,Net Electricity Production,Combustible Renewables,393.984,GWh
Mexico,2023-02-01,Net Electricity Production,Other Combustible Non-Renewables,82.7548,GWh
Mexico,2023-02-01,Net Electricity Production,Hydro,1177.8887,GWh
Mexico,2023-02-01,Net Electricity Production,Wind,1888.4079,GWh
Mexico,2023-02-01,Net Electricity Production,Solar,1102.8372,GWh
Mexico,2023-02-01,Net Electricity Production,Geothermal,353.1367,GWh
Mexico,2023-02-01,Net Electricity Production,Not Specified,164.75,GWh
Mexico,2023-02-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4916.2545,GWh
Mexico,2023-02-01,Total Imports,Electricity,440.4458,GWh
Mexico,2023-02-01,Total Exports,Electricity,194.9911,GWh
Mexico,2023-02-01,Distribution Losses,Electricity,2690.2294,GWh
Mexico,2023-02-01,Final Consumption (Calculated),Electricity,25430.2031,GWh
Argentina,2023-02-01,Net Electricity Production,Electricity,11115.6472,GWh
Argentina,2023-02-01,Net Electricity Production,Nuclear,625.0117,GWh
Argentina,2023-02-01,Net Electricity Production,Total Combustible Fuels,7892.2498,GWh
Argentina,2023-02-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",132.6416,GWh
Argentina,2023-02-01,Net Electricity Production,Oil and Petroleum Products,1704.8158,GWh
Argentina,2023-02-01,Net Electricity Production,Natural Gas,5908.1776,GWh
Argentina,2023-02-01,Net Electricity Production,Combustible Renewables,146.6148,GWh
Argentina,2023-02-01,Net Electricity Production,Hydro,1255.5664,GWh
Argentina,2023-02-01,Net Electricity Production,Wind,1071.6114,GWh
Argentina,2023-02-01,Net Electricity Production,Solar,271.2079,GWh
Argentina,2023-02-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2745.0006,GWh
Brazil,2023-02-01,Net Electricity Production,Electricity,53123.6813,GWh
Brazil,2023-02-01,Net Electricity Production,Nuclear,1092.8739,GWh
Brazil,2023-02-01,Net Electricity Production,Total Combustible Fuels,4454.1431,GWh
Brazil,2023-02-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",679.3418,GWh
Brazil,2023-02-01,Net Electricity Production,Oil and Petroleum Products,495.025,GWh
Brazil,2023-02-01,Net Electricity Production,Natural Gas,1777.0426,GWh
Brazil,2023-02-01,Net Electricity Production,Combustible Renewables,1362.801,GWh
Brazil,2023-02-01,Net Electricity Production,Other Combustible Non-Renewables,139.9328,GWh
Brazil,2023-02-01,Net Electricity Production,Hydro,37522.799,GWh
Brazil,2023-02-01,Net Electricity Production,Wind,6640.7303,GWh
Brazil,2023-02-01,Net Electricity Production,Solar,3413.1349,GWh
Brazil,2023-02-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",48939.4652,GWh
Peru,2023-02-01,Net Electricity Production,Electricity,4715.4441,GWh
Peru,2023-02-01,Net Electricity Production,Total Combustible Fuels,1537.997,GWh
Peru,2023-02-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",17.2764,GWh
Peru,2023-02-01,Net Electricity Production,Oil and Petroleum Products,18.3955,GWh
Peru,2023-02-01,Net Electricity Production,Natural Gas,1465.704,GWh
Peru,2023-02-01,Net Electricity Production,Combustible Renewables,36.621,GWh
Peru,2023-02-01,Net Electricity Production,Hydro,3017.2085,GWh
Peru,2023-02-01,Net Electricity Production,Wind,105.3567,GWh
Peru,2023-02-01,Net Electricity Production,Solar,54.8819,GWh
Peru,2023-02-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3214.0682,GWh
Chile,2023-01-01,Net Electricity Production,Electricity,7589.9529,GWh
Chile,2023-01-01,Net Electricity Production,Total Combustible Fuels,3184.3043,GWh
Chile,2023-01-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1089.8822,GWh
Chile,2023-01-01,Net Electricity Production,Oil and Petroleum Products,63.1428,GWh
Chile,2023-01-01,Net Electricity Production,Natural Gas,1605.4692,GWh
Chile,2023-01-01,Net Electricity Production,Combustible Renewables,425.8101,GWh
Chile,2023-01-01,Net Electricity Production,Hydro,1838.3214,GWh
Chile,2023-01-01,Net Electricity Production,Wind,869.9977,GWh
Chile,2023-01-01,Net Electricity Production,Solar,1662.8712,GWh
Chile,2023-01-01,Net Electricity Production,Geothermal,34.4582,GWh
Chile,2023-01-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4831.4587,GWh
Chile,2023-01-01,Distribution Losses,Electricity,369.5837,GWh
Chile,2023-01-01,Final Consumption (Calculated),Electricity,7220.3691,GWh
Colombia,2023-01-01,Net Electricity Production,Electricity,7082.3296,GWh
Colombia,2023-01-01,Net Electricity Production,Total Combustible Fuels,1930.7965,GWh
Colombia,2023-01-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",502.3871,GWh
Colombia,2023-01-01,Net Electricity Production,Oil and Petroleum Products,226.3803,GWh
Colombia,2023-01-01,Net Electricity Production,Natural Gas,1020.6164,GWh
Colombia,2023-01-01,Net Electricity Production,Combustible Renewables,181.4127,GWh
Colombia,2023-01-01,Net Electricity Production,Hydro,5110.9457,GWh
Colombia,2023-01-01,Net Electricity Production,Wind,5.2309,GWh
Colombia,2023-01-01,Net Electricity Production,Solar,35.3565,GWh
Colombia,2023-01-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5332.9458,GWh
Colombia,2023-01-01,Total Imports,Electricity,0.0,GWh
Colombia,2023-01-01,Total Exports,Electricity,236.7773,GWh
Colombia,2023-01-01,Distribution Losses,Electricity,379.6198,GWh
Colombia,2023-01-01,Final Consumption (Calculated),Electricity,6465.9326,GWh
Costa Rica,2023-01-01,Remarks,Data is estimated for this month,,GWh
Costa Rica,2023-01-01,Net Electricity Production,Electricity,1031.973,GWh
Costa Rica,2023-01-01,Net Electricity Production,Total Combustible Fuels,24.1273,GWh
Costa Rica,2023-01-01,Net Electricity Production,Oil and Petroleum Products,0.0258,GWh
Costa Rica,2023-01-01,Net Electricity Production,Combustible Renewables,24.1015,GWh
Costa Rica,2023-01-01,Net Electricity Production,Hydro,676.3267,GWh
Costa Rica,2023-01-01,Net Electricity Production,Wind,217.4855,GWh
Costa Rica,2023-01-01,Net Electricity Production,Solar,10.9752,GWh
Costa Rica,2023-01-01,Net Electricity Production,Geothermal,103.0583,GWh
Costa Rica,2023-01-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1031.9472,GWh
Costa Rica,2023-01-01,Total Imports,Electricity,0.7805,GWh
Costa Rica,2023-01-01,Total Exports,Electricity,71.3951,GWh
Costa Rica,2023-01-01,Distribution Losses,Electricity,59.8904,GWh
Costa Rica,2023-01-01,Final Consumption (Calculated),Electricity,901.4679,GWh
Mexico,2023-01-01,Net Electricity Production,Electricity,29897.1387,GWh
Mexico,2023-01-01,Net Electricity Production,Nuclear,1138.2172,GWh
Mexico,2023-01-01,Net Electricity Production,Total Combustible Fuels,23850.3078,GWh
Mexico,2023-01-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",2034.4351,GWh
Mexico,2023-01-01,Net Electricity Production,Oil and Petroleum Products,4093.2504,GWh
Mexico,2023-01-01,Net Electricity Production,Natural Gas,17204.1697,GWh
Mexico,2023-01-01,Net Electricity Production,Combustible Renewables,429.1853,GWh
Mexico,2023-01-01,Net Electricity Production,Other Combustible Non-Renewables,89.2673,GWh
Mexico,2023-01-01,Net Electricity Production,Hydro,1384.1004,GWh
Mexico,2023-01-01,Net Electricity Production,Wind,1917.1895,GWh
Mexico,2023-01-01,Net Electricity Production,Solar,1045.6492,GWh
Mexico,2023-01-01,Net Electricity Production,Geothermal,396.9246,GWh
Mexico,2023-01-01,Net Electricity Production,Not Specified,164.75,GWh
Mexico,2023-01-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5173.049,GWh
Mexico,2023-01-01,Total Imports,Electricity,487.6364,GWh
Mexico,2023-01-01,Total Exports,Electricity,215.883,GWh
Mexico,2023-01-01,Distribution Losses,Electricity,2883.7024,GWh
Mexico,2023-01-01,Final Consumption (Calculated),Electricity,27285.1897,GWh
Argentina,2023-01-01,Net Electricity Production,Electricity,13130.8921,GWh
Argentina,2023-01-01,Net Electricity Production,Nuclear,636.1708,GWh
Argentina,2023-01-01,Net Electricity Production,Total Combustible Fuels,9726.2618,GWh
Argentina,2023-01-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",206.0396,GWh
Argentina,2023-01-01,Net Electricity Production,Oil and Petroleum Products,2315.2739,GWh
Argentina,2023-01-01,Net Electricity Production,Natural Gas,7034.9789,GWh
Argentina,2023-01-01,Net Electricity Production,Combustible Renewables,169.9694,GWh
Argentina,2023-01-01,Net Electricity Production,Hydro,1329.4598,GWh
Argentina,2023-01-01,Net Electricity Production,Wind,1135.1832,GWh
Argentina,2023-01-01,Net Electricity Production,Solar,303.8165,GWh
Argentina,2023-01-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2938.4289,GWh
Brazil,2023-01-01,Net Electricity Production,Electricity,56999.928,GWh
Brazil,2023-01-01,Net Electricity Production,Nuclear,1402.6409,GWh
Brazil,2023-01-01,Net Electricity Production,Total Combustible Fuels,5705.3696,GWh
Brazil,2023-01-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",762.8723,GWh
Brazil,2023-01-01,Net Electricity Production,Oil and Petroleum Products,548.4091,GWh
Brazil,2023-01-01,Net Electricity Production,Natural Gas,2697.6927,GWh
Brazil,2023-01-01,Net Electricity Production,Combustible Renewables,1556.4628,GWh
Brazil,2023-01-01,Net Electricity Production,Other Combustible Non-Renewables,139.9328,GWh
Brazil,2023-01-01,Net Electricity Production,Hydro,40115.683,GWh
Brazil,2023-01-01,Net Electricity Production,Wind,6402.2682,GWh
Brazil,2023-01-01,Net Electricity Production,Solar,3373.9662,GWh
Brazil,2023-01-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",51448.3802,GWh
Peru,2023-01-01,Net Electricity Production,Electricity,5106.7467,GWh
Peru,2023-01-01,Net Electricity Production,Total Combustible Fuels,2004.1133,GWh
Peru,2023-01-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",21.8081,GWh
Peru,2023-01-01,Net Electricity Production,Oil and Petroleum Products,23.2207,GWh
Peru,2023-01-01,Net Electricity Production,Natural Gas,1912.8575,GWh
Peru,2023-01-01,Net Electricity Production,Combustible Renewables,46.2269,GWh
Peru,2023-01-01,Net Electricity Production,Hydro,2882.2959,GWh
Peru,2023-01-01,Net Electricity Production,Wind,146.8223,GWh
Peru,2023-01-01,Net Electricity Production,Solar,73.5152,GWh
Peru,2023-01-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3148.8604,GWh
Chile,2022-12-01,Net Electricity Production,Electricity,7799.1345,GWh
Chile,2022-12-01,Net Electricity Production,Total Combustible Fuels,2952.3989,GWh
Chile,2022-12-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1112.5694,GWh
Chile,2022-12-01,Net Electricity Production,Oil and Petroleum Products,52.4997,GWh
Chile,2022-12-01,Net Electricity Production,Natural Gas,1397.5746,GWh
Chile,2022-12-01,Net Electricity Production,Combustible Renewables,389.7551,GWh
Chile,2022-12-01,Net Electricity Production,Hydro,2381.3153,GWh
Chile,2022-12-01,Net Electricity Production,Wind,829.1387,GWh
Chile,2022-12-01,Net Electricity Production,Solar,1599.915,GWh
Chile,2022-12-01,Net Electricity Production,Geothermal,36.3667,GWh
Chile,2022-12-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5236.4908,GWh
Chile,2022-12-01,Distribution Losses,Electricity,379.5604,GWh
Chile,2022-12-01,Final Consumption (Calculated),Electricity,7419.5741,GWh
Colombia,2022-12-01,Net Electricity Production,Electricity,7001.9089,GWh
Colombia,2022-12-01,Net Electricity Production,Total Combustible Fuels,1956.8801,GWh
Colombia,2022-12-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",618.8845,GWh
Colombia,2022-12-01,Net Electricity Production,Oil and Petroleum Products,229.5077,GWh
Colombia,2022-12-01,Net Electricity Production,Natural Gas,925.1465,GWh
Colombia,2022-12-01,Net Electricity Production,Combustible Renewables,183.3415,GWh
Colombia,2022-12-01,Net Electricity Production,Hydro,5002.8311,GWh
Colombia,2022-12-01,Net Electricity Production,Wind,4.1108,GWh
Colombia,2022-12-01,Net Electricity Production,Solar,38.0869,GWh
Colombia,2022-12-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5228.3703,GWh
Colombia,2022-12-01,Total Imports,Electricity,0.0331,GWh
Colombia,2022-12-01,Total Exports,Electricity,141.6036,GWh
Colombia,2022-12-01,Distribution Losses,Electricity,463.3395,GWh
Colombia,2022-12-01,Final Consumption (Calculated),Electricity,6396.9989,GWh
Costa Rica,2022-12-01,Net Electricity Production,Electricity,1048.5379,GWh
Costa Rica,2022-12-01,Net Electricity Production,Total Combustible Fuels,17.1746,GWh
Costa Rica,2022-12-01,Net Electricity Production,Oil and Petroleum Products,0.8507,GWh
Costa Rica,2022-12-01,Net Electricity Production,Combustible Renewables,16.3239,GWh
Costa Rica,2022-12-01,Net Electricity Production,Hydro,737.9965,GWh
Costa Rica,2022-12-01,Net Electricity Production,Wind,191.4253,GWh
Costa Rica,2022-12-01,Net Electricity Production,Solar,6.1428,GWh
Costa Rica,2022-12-01,Net Electricity Production,Geothermal,95.7987,GWh
Costa Rica,2022-12-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1047.6872,GWh
Costa Rica,2022-12-01,Total Imports,Electricity,6.7247,GWh
Costa Rica,2022-12-01,Total Exports,Electricity,68.0039,GWh
Costa Rica,2022-12-01,Distribution Losses,Electricity,108.1587,GWh
