country_name,date,parameter,product,value,unit
Colombia,2020-07-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Colombia,2020-07-01,Net Electricity Production,Hydro,4545.1062,GWh
Colombia,2020-07-01,Net Electricity Production,Wind,0.0055,GWh
Colombia,2020-07-01,Net Electricity Production,Solar,14.5371,GWh
Colombia,2020-07-01,Net Electricity Production,Geothermal,0.0,GWh
Colombia,2020-07-01,Net Electricity Production,Other Renewables,0.0,GWh
Colombia,2020-07-01,Net Electricity Production,Not Specified,0.0,GWh
Colombia,2020-07-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4733.1679,GWh
Colombia,2020-07-01,Total Imports,Electricity,210.9127,GWh
Colombia,2020-07-01,Total Exports,Electricity,0.0,GWh
Colombia,2020-07-01,Used for pumped storage,Electricity,0.0,GWh
Colombia,2020-07-01,Distribution Losses,Electricity,466.0752,GWh
Colombia,2020-07-01,Final Consumption (Calculated),Electricity,6147.8508,GWh
Mexico,2020-07-01,Net Electricity Production,Electricity,29362.1023,GWh
Mexico,2020-07-01,Net Electricity Production,Nuclear,990.2726,GWh
Mexico,2020-07-01,Net Electricity Production,Total Combustible Fuels,22675.8998,GWh
Mexico,2020-07-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1539.3397,GWh
Mexico,2020-07-01,Net Electricity Production,Oil and Petroleum Products,4300.1389,GWh
Mexico,2020-07-01,Net Electricity Production,Natural Gas,16781.9653,GWh
Mexico,2020-07-01,Net Electricity Production,Combustible Renewables,39.0563,GWh
Mexico,2020-07-01,Net Electricity Production,Other Combustible Non-Renewables,15.3996,GWh
Mexico,2020-07-01,Net Electricity Production,Hydro,2891.3093,GWh
Mexico,2020-07-01,Net Electricity Production,Wind,1544.5227,GWh
Mexico,2020-07-01,Net Electricity Production,Solar,820.6671,GWh
Mexico,2020-07-01,Net Electricity Production,Geothermal,439.4307,GWh
Mexico,2020-07-01,Net Electricity Production,Other Renewables,0.0,GWh
Mexico,2020-07-01,Net Electricity Production,Not Specified,0.0,GWh
Mexico,2020-07-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5734.9861,GWh
Mexico,2020-07-01,Total Imports,Electricity,965.0327,GWh
Mexico,2020-07-01,Total Exports,Electricity,483.6922,GWh
Mexico,2020-07-01,Used for pumped storage,Electricity,0.0,GWh
Mexico,2020-07-01,Distribution Losses,Electricity,2762.8199,GWh
Mexico,2020-07-01,Final Consumption (Calculated),Electricity,27080.6229,GWh
Argentina,2020-07-01,Net Electricity Production,Electricity,12782.5648,GWh
Argentina,2020-07-01,Net Electricity Production,Nuclear,740.6348,GWh
Argentina,2020-07-01,Net Electricity Production,Total Combustible Fuels,8291.2808,GWh
Argentina,2020-07-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",430.8513,GWh
Argentina,2020-07-01,Net Electricity Production,Oil and Petroleum Products,1290.4205,GWh
Argentina,2020-07-01,Net Electricity Production,Natural Gas,6357.5234,GWh
Argentina,2020-07-01,Net Electricity Production,Combustible Renewables,212.4856,GWh
Argentina,2020-07-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Argentina,2020-07-01,Net Electricity Production,Hydro,2934.9802,GWh
Argentina,2020-07-01,Net Electricity Production,Wind,749.1206,GWh
Argentina,2020-07-01,Net Electricity Production,Solar,66.5484,GWh
Argentina,2020-07-01,Net Electricity Production,Geothermal,0.0,GWh
Argentina,2020-07-01,Net Electricity Production,Other Renewables,0.0,GWh
Argentina,2020-07-01,Net Electricity Production,Not Specified,0.0,GWh
Argentina,2020-07-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3963.1348,GWh
Brazil,2020-07-01,Net Electricity Production,Electricity,50000.8024,GWh
Brazil,2020-07-01,Net Electricity Production,Nuclear,444.3053,GWh
Brazil,2020-07-01,Net Electricity Production,Total Combustible Fuels,10918.0525,GWh
Brazil,2020-07-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",769.5905,GWh
Brazil,2020-07-01,Net Electricity Production,Oil and Petroleum Products,331.7271,GWh
Brazil,2020-07-01,Net Electricity Production,Natural Gas,2902.6947,GWh
Brazil,2020-07-01,Net Electricity Production,Combustible Renewables,6736.3019,GWh
Brazil,2020-07-01,Net Electricity Production,Other Combustible Non-Renewables,177.7383,GWh
Brazil,2020-07-01,Net Electricity Production,Hydro,31800.9972,GWh
Brazil,2020-07-01,Net Electricity Production,Wind,5884.7803,GWh
Brazil,2020-07-01,Net Electricity Production,Solar,952.6672,GWh
Brazil,2020-07-01,Net Electricity Production,Geothermal,0.0,GWh
Brazil,2020-07-01,Net Electricity Production,Other Renewables,0.0,GWh
Brazil,2020-07-01,Net Electricity Production,Not Specified,0.0,GWh
Brazil,2020-07-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",45374.7465,GWh
Peru,2020-07-01,Net Electricity Production,Electricity,4330.3402,GWh
Peru,2020-07-01,Net Electricity Production,Total Combustible Fuels,1995.6777,GWh
Peru,2020-07-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",9.7635,GWh
Peru,2020-07-01,Net Electricity Production,Oil and Petroleum Products,24.6348,GWh
Peru,2020-07-01,Net Electricity Production,Natural Gas,1920.4498,GWh
Peru,2020-07-01,Net Electricity Production,Combustible Renewables,40.8297,GWh
Peru,2020-07-01,Net Electricity Production,Hydro,2104.2782,GWh
Peru,2020-07-01,Net Electricity Production,Wind,168.7029,GWh
Peru,2020-07-01,Net Electricity Production,Solar,61.6814,GWh
Peru,2020-07-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2375.4921,GWh
Chile,2020-06-01,Net Electricity Production,Electricity,6826.3157,GWh
Chile,2020-06-01,Net Electricity Production,Nuclear,0.0,GWh
Chile,2020-06-01,Net Electricity Production,Total Combustible Fuels,4651.0669,GWh
Chile,2020-06-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",2379.1507,GWh
Chile,2020-06-01,Net Electricity Production,Oil and Petroleum Products,223.2355,GWh
Chile,2020-06-01,Net Electricity Production,Natural Gas,1597.7623,GWh
Chile,2020-06-01,Net Electricity Production,Combustible Renewables,450.9184,GWh
Chile,2020-06-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Chile,2020-06-01,Net Electricity Production,Hydro,1306.0663,GWh
Chile,2020-06-01,Net Electricity Production,Wind,470.6746,GWh
Chile,2020-06-01,Net Electricity Production,Solar,377.0101,GWh
Chile,2020-06-01,Net Electricity Production,Geothermal,21.4978,GWh
Chile,2020-06-01,Net Electricity Production,Other Renewables,0.0,GWh
Chile,2020-06-01,Net Electricity Production,Not Specified,0.0,GWh
Chile,2020-06-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2626.1672,GWh
Chile,2020-06-01,Total Imports,Electricity,0.0,GWh
Chile,2020-06-01,Total Exports,Electricity,0.0,GWh
Chile,2020-06-01,Used for pumped storage,Electricity,0.0,GWh
Chile,2020-06-01,Distribution Losses,Electricity,200.1578,GWh
Chile,2020-06-01,Final Consumption (Calculated),Electricity,6626.1579,GWh
Colombia,2020-06-01,Net Electricity Production,Electricity,5974.4601,GWh
Colombia,2020-06-01,Net Electricity Production,Nuclear,0.0,GWh
Colombia,2020-06-01,Net Electricity Production,Total Combustible Fuels,2615.7826,GWh
Colombia,2020-06-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",887.8452,GWh
Colombia,2020-06-01,Net Electricity Production,Oil and Petroleum Products,210.5842,GWh
Colombia,2020-06-01,Net Electricity Production,Natural Gas,1343.8468,GWh
Colombia,2020-06-01,Net Electricity Production,Combustible Renewables,173.5064,GWh
Colombia,2020-06-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Colombia,2020-06-01,Net Electricity Production,Hydro,3344.6338,GWh
Colombia,2020-06-01,Net Electricity Production,Wind,0.0,GWh
Colombia,2020-06-01,Net Electricity Production,Solar,14.0437,GWh
Colombia,2020-06-01,Net Electricity Production,Geothermal,0.0,GWh
Colombia,2020-06-01,Net Electricity Production,Other Renewables,0.0,GWh
Colombia,2020-06-01,Net Electricity Production,Not Specified,0.0,GWh
Colombia,2020-06-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3532.1839,GWh
Colombia,2020-06-01,Total Imports,Electricity,222.2427,GWh
Colombia,2020-06-01,Total Exports,Electricity,0.0,GWh
Colombia,2020-06-01,Used for pumped storage,Electricity,0.0,GWh
Colombia,2020-06-01,Distribution Losses,Electricity,437.4454,GWh
Colombia,2020-06-01,Final Consumption (Calculated),Electricity,5759.2574,GWh
Mexico,2020-06-01,Net Electricity Production,Electricity,27207.1953,GWh
Mexico,2020-06-01,Net Electricity Production,Nuclear,954.7235,GWh
Mexico,2020-06-01,Net Electricity Production,Total Combustible Fuels,21043.1511,GWh
Mexico,2020-06-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1563.7513,GWh
Mexico,2020-06-01,Net Electricity Production,Oil and Petroleum Products,3961.7948,GWh
Mexico,2020-06-01,Net Electricity Production,Natural Gas,15461.5247,GWh
Mexico,2020-06-01,Net Electricity Production,Combustible Renewables,41.8924,GWh
Mexico,2020-06-01,Net Electricity Production,Other Combustible Non-Renewables,14.188,GWh
Mexico,2020-06-01,Net Electricity Production,Hydro,2596.5695,GWh
Mexico,2020-06-01,Net Electricity Production,Wind,1337.5883,GWh
Mexico,2020-06-01,Net Electricity Production,Solar,851.6151,GWh
Mexico,2020-06-01,Net Electricity Production,Geothermal,423.5477,GWh
Mexico,2020-06-01,Net Electricity Production,Other Renewables,0.0,GWh
Mexico,2020-06-01,Net Electricity Production,Not Specified,0.0,GWh
Mexico,2020-06-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5251.213,GWh
Mexico,2020-06-01,Total Imports,Electricity,650.5239,GWh
Mexico,2020-06-01,Total Exports,Electricity,422.3015,GWh
Mexico,2020-06-01,Used for pumped storage,Electricity,0.0,GWh
Mexico,2020-06-01,Distribution Losses,Electricity,2565.2094,GWh
Mexico,2020-06-01,Final Consumption (Calculated),Electricity,24870.2083,GWh
Argentina,2020-06-01,Net Electricity Production,Electricity,11411.0626,GWh
Argentina,2020-06-01,Net Electricity Production,Nuclear,931.6715,GWh
Argentina,2020-06-01,Net Electricity Production,Total Combustible Fuels,7525.5906,GWh
Argentina,2020-06-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",98.864,GWh
Argentina,2020-06-01,Net Electricity Production,Oil and Petroleum Products,461.002,GWh
Argentina,2020-06-01,Net Electricity Production,Natural Gas,6773.0636,GWh
Argentina,2020-06-01,Net Electricity Production,Combustible Renewables,192.661,GWh
Argentina,2020-06-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Argentina,2020-06-01,Net Electricity Production,Hydro,2170.2652,GWh
Argentina,2020-06-01,Net Electricity Production,Wind,724.0146,GWh
Argentina,2020-06-01,Net Electricity Production,Solar,59.5207,GWh
Argentina,2020-06-01,Net Electricity Production,Geothermal,0.0,GWh
Argentina,2020-06-01,Net Electricity Production,Other Renewables,0.0,GWh
Argentina,2020-06-01,Net Electricity Production,Not Specified,0.0,GWh
Argentina,2020-06-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3146.4615,GWh
Brazil,2020-06-01,Net Electricity Production,Electricity,47004.5098,GWh
Brazil,2020-06-01,Net Electricity Production,Nuclear,973.2323,GWh
Brazil,2020-06-01,Net Electricity Production,Total Combustible Fuels,10896.5258,GWh
Brazil,2020-06-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",916.8338,GWh
Brazil,2020-06-01,Net Electricity Production,Oil and Petroleum Products,327.7617,GWh
Brazil,2020-06-01,Net Electricity Production,Natural Gas,3145.3469,GWh
Brazil,2020-06-01,Net Electricity Production,Combustible Renewables,6328.8451,GWh
Brazil,2020-06-01,Net Electricity Production,Other Combustible Non-Renewables,177.7383,GWh
Brazil,2020-06-01,Net Electricity Production,Hydro,29293.5746,GWh
Brazil,2020-06-01,Net Electricity Production,Wind,4961.8903,GWh
Brazil,2020-06-01,Net Electricity Production,Solar,879.2868,GWh
Brazil,2020-06-01,Net Electricity Production,Geothermal,0.0,GWh
Brazil,2020-06-01,Net Electricity Production,Other Renewables,0.0,GWh
Brazil,2020-06-01,Net Electricity Production,Not Specified,0.0,GWh
Brazil,2020-06-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",41463.5969,GWh
Peru,2020-06-01,Net Electricity Production,Electricity,3917.4353,GWh
Peru,2020-06-01,Net Electricity Production,Total Combustible Fuels,1483.1692,GWh
Peru,2020-06-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",8.7601,GWh
Peru,2020-06-01,Net Electricity Production,Oil and Petroleum Products,22.1031,GWh
Peru,2020-06-01,Net Electricity Production,Natural Gas,1415.6723,GWh
Peru,2020-06-01,Net Electricity Production,Combustible Renewables,36.6337,GWh
Peru,2020-06-01,Net Electricity Production,Hydro,2217.4674,GWh
Peru,2020-06-01,Net Electricity Production,Wind,161.1561,GWh
Peru,2020-06-01,Net Electricity Production,Solar,55.6427,GWh
Peru,2020-06-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2470.8999,GWh
Chile,2020-05-01,Net Electricity Production,Electricity,6643.0948,GWh
Chile,2020-05-01,Net Electricity Production,Nuclear,0.0,GWh
Chile,2020-05-01,Net Electricity Production,Total Combustible Fuels,4633.2728,GWh
Chile,2020-05-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",2402.6398,GWh
Chile,2020-05-01,Net Electricity Production,Oil and Petroleum Products,192.883,GWh
Chile,2020-05-01,Net Electricity Production,Natural Gas,1560.9348,GWh
Chile,2020-05-01,Net Electricity Production,Combustible Renewables,476.8152,GWh
Chile,2020-05-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Chile,2020-05-01,Net Electricity Production,Hydro,1195.479,GWh
Chile,2020-05-01,Net Electricity Production,Wind,336.3513,GWh
Chile,2020-05-01,Net Electricity Production,Solar,452.7789,GWh
Chile,2020-05-01,Net Electricity Production,Geothermal,25.2128,GWh
Chile,2020-05-01,Net Electricity Production,Other Renewables,0.0,GWh
Chile,2020-05-01,Net Electricity Production,Not Specified,0.0,GWh
Chile,2020-05-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2486.6371,GWh
Chile,2020-05-01,Total Imports,Electricity,0.0,GWh
Chile,2020-05-01,Total Exports,Electricity,0.0,GWh
Chile,2020-05-01,Used for pumped storage,Electricity,0.0,GWh
Chile,2020-05-01,Distribution Losses,Electricity,193.6776,GWh
Chile,2020-05-01,Final Consumption (Calculated),Electricity,6449.4172,GWh
Colombia,2020-05-01,Net Electricity Production,Electricity,6063.1487,GWh
Colombia,2020-05-01,Net Electricity Production,Nuclear,0.0,GWh
Colombia,2020-05-01,Net Electricity Production,Total Combustible Fuels,2750.5881,GWh
Colombia,2020-05-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1001.0102,GWh
Colombia,2020-05-01,Net Electricity Production,Oil and Petroleum Products,214.7257,GWh
Colombia,2020-05-01,Net Electricity Production,Natural Gas,1361.3797,GWh
Colombia,2020-05-01,Net Electricity Production,Combustible Renewables,173.4725,GWh
Colombia,2020-05-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Colombia,2020-05-01,Net Electricity Production,Hydro,3297.2032,GWh
Colombia,2020-05-01,Net Electricity Production,Wind,0.0,GWh
Colombia,2020-05-01,Net Electricity Production,Solar,15.3574,GWh
Colombia,2020-05-01,Net Electricity Production,Geothermal,0.0,GWh
Colombia,2020-05-01,Net Electricity Production,Other Renewables,0.0,GWh
Colombia,2020-05-01,Net Electricity Production,Not Specified,0.0,GWh
Colombia,2020-05-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3486.0331,GWh
Colombia,2020-05-01,Total Imports,Electricity,224.3074,GWh
Colombia,2020-05-01,Total Exports,Electricity,0.0,GWh
Colombia,2020-05-01,Used for pumped storage,Electricity,0.0,GWh
Colombia,2020-05-01,Distribution Losses,Electricity,443.842,GWh
Colombia,2020-05-01,Final Consumption (Calculated),Electricity,5843.6141,GWh
Mexico,2020-05-01,Net Electricity Production,Electricity,25585.4362,GWh
Mexico,2020-05-01,Net Electricity Production,Nuclear,1006.7295,GWh
Mexico,2020-05-01,Net Electricity Production,Total Combustible Fuels,19067.2506,GWh
Mexico,2020-05-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1499.1163,GWh
Mexico,2020-05-01,Net Electricity Production,Oil and Petroleum Products,3534.7928,GWh
Mexico,2020-05-01,Net Electricity Production,Natural Gas,13795.0822,GWh
Mexico,2020-05-01,Net Electricity Production,Combustible Renewables,225.6005,GWh
Mexico,2020-05-01,Net Electricity Production,Other Combustible Non-Renewables,12.6588,GWh
Mexico,2020-05-01,Net Electricity Production,Hydro,2831.4523,GWh
Mexico,2020-05-01,Net Electricity Production,Wind,1457.277,GWh
Mexico,2020-05-01,Net Electricity Production,Solar,771.0324,GWh
Mexico,2020-05-01,Net Electricity Production,Geothermal,451.6945,GWh
Mexico,2020-05-01,Net Electricity Production,Other Renewables,0.0,GWh
Mexico,2020-05-01,Net Electricity Production,Not Specified,0.0,GWh
Mexico,2020-05-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5737.0566,GWh
Mexico,2020-05-01,Total Imports,Electricity,644.5457,GWh
Mexico,2020-05-01,Total Exports,Electricity,606.2112,GWh
Mexico,2020-05-01,Used for pumped storage,Electricity,0.0,GWh
Mexico,2020-05-01,Distribution Losses,Electricity,2337.6346,GWh
Mexico,2020-05-01,Final Consumption (Calculated),Electricity,23286.1361,GWh
Argentina,2020-05-01,Net Electricity Production,Electricity,10341.3048,GWh
Argentina,2020-05-01,Net Electricity Production,Nuclear,1019.193,GWh
Argentina,2020-05-01,Net Electricity Production,Total Combustible Fuels,6907.5939,GWh
Argentina,2020-05-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",24.4611,GWh
Argentina,2020-05-01,Net Electricity Production,Oil and Petroleum Products,21.0614,GWh
Argentina,2020-05-01,Net Electricity Production,Natural Gas,6729.9543,GWh
Argentina,2020-05-01,Net Electricity Production,Combustible Renewables,132.1171,GWh
Argentina,2020-05-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Argentina,2020-05-01,Net Electricity Production,Hydro,1620.6222,GWh
Argentina,2020-05-01,Net Electricity Production,Wind,721.9713,GWh
Argentina,2020-05-01,Net Electricity Production,Solar,71.9245,GWh
Argentina,2020-05-01,Net Electricity Production,Geothermal,0.0,GWh
Argentina,2020-05-01,Net Electricity Production,Other Renewables,0.0,GWh
Argentina,2020-05-01,Net Electricity Production,Not Specified,0.0,GWh
Argentina,2020-05-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2546.6351,GWh
Brazil,2020-05-01,Net Electricity Production,Electricity,46652.6393,GWh
Brazil,2020-05-01,Net Electricity Production,Nuclear,1390.1512,GWh
Brazil,2020-05-01,Net Electricity Production,Total Combustible Fuels,10053.2378,GWh
Brazil,2020-05-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",713.5984,GWh
Brazil,2020-05-01,Net Electricity Production,Oil and Petroleum Products,358.8681,GWh
Brazil,2020-05-01,Net Electricity Production,Natural Gas,2584.7301,GWh
Brazil,2020-05-01,Net Electricity Production,Combustible Renewables,6218.3028,GWh
Brazil,2020-05-01,Net Electricity Production,Other Combustible Non-Renewables,177.7383,GWh
Brazil,2020-05-01,Net Electricity Production,Hydro,30501.7738,GWh
Brazil,2020-05-01,Net Electricity Production,Wind,3832.9058,GWh
Brazil,2020-05-01,Net Electricity Production,Solar,874.5707,GWh
Brazil,2020-05-01,Net Electricity Production,Geothermal,0.0,GWh
Brazil,2020-05-01,Net Electricity Production,Other Renewables,0.0,GWh
Brazil,2020-05-01,Net Electricity Production,Not Specified,0.0,GWh
Brazil,2020-05-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",41427.5531,GWh
Peru,2020-05-01,Net Electricity Production,Electricity,3455.6713,GWh
Peru,2020-05-01,Net Electricity Production,Total Combustible Fuels,453.8074,GWh
Peru,2020-05-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",4.4282,GWh
Peru,2020-05-01,Net Electricity Production,Oil and Petroleum Products,11.1729,GWh
Peru,2020-05-01,Net Electricity Production,Natural Gas,419.6883,GWh
Peru,2020-05-01,Net Electricity Production,Combustible Renewables,18.5181,GWh
Peru,2020-05-01,Net Electricity Production,Hydro,2812.4066,GWh
Peru,2020-05-01,Net Electricity Production,Wind,129.9169,GWh
Peru,2020-05-01,Net Electricity Production,Solar,59.5403,GWh
Peru,2020-05-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3020.3819,GWh
Chile,2020-04-01,Net Electricity Production,Electricity,6696.9487,GWh
Chile,2020-04-01,Net Electricity Production,Nuclear,0.0,GWh
Chile,2020-04-01,Net Electricity Production,Total Combustible Fuels,4785.1387,GWh
Chile,2020-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",2373.2823,GWh
Chile,2020-04-01,Net Electricity Production,Oil and Petroleum Products,103.7795,GWh
Chile,2020-04-01,Net Electricity Production,Natural Gas,1795.7083,GWh
Chile,2020-04-01,Net Electricity Production,Combustible Renewables,512.3685,GWh
Chile,2020-04-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Chile,2020-04-01,Net Electricity Production,Hydro,1003.6624,GWh
Chile,2020-04-01,Net Electricity Production,Wind,347.5445,GWh
Chile,2020-04-01,Net Electricity Production,Solar,536.0676,GWh
Chile,2020-04-01,Net Electricity Production,Geothermal,24.5355,GWh
Chile,2020-04-01,Net Electricity Production,Other Renewables,0.0,GWh
Chile,2020-04-01,Net Electricity Production,Not Specified,0.0,GWh
Chile,2020-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2424.1785,GWh
Chile,2020-04-01,Total Imports,Electricity,0.0,GWh
Chile,2020-04-01,Total Exports,Electricity,0.0,GWh
Chile,2020-04-01,Used for pumped storage,Electricity,0.0,GWh
Chile,2020-04-01,Distribution Losses,Electricity,192.8303,GWh
Chile,2020-04-01,Final Consumption (Calculated),Electricity,6504.1183,GWh
Colombia,2020-04-01,Net Electricity Production,Electricity,5704.2148,GWh
Colombia,2020-04-01,Net Electricity Production,Nuclear,0.0,GWh
Colombia,2020-04-01,Net Electricity Production,Total Combustible Fuels,2321.7443,GWh
Colombia,2020-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",881.0355,GWh
Colombia,2020-04-01,Net Electricity Production,Oil and Petroleum Products,217.7174,GWh
Colombia,2020-04-01,Net Electricity Production,Natural Gas,1049.5042,GWh
Colombia,2020-04-01,Net Electricity Production,Combustible Renewables,173.4872,GWh
Colombia,2020-04-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Colombia,2020-04-01,Net Electricity Production,Hydro,3367.4401,GWh
Colombia,2020-04-01,Net Electricity Production,Wind,0.0,GWh
Colombia,2020-04-01,Net Electricity Production,Solar,15.0305,GWh
Colombia,2020-04-01,Net Electricity Production,Geothermal,0.0,GWh
Colombia,2020-04-01,Net Electricity Production,Other Renewables,0.0,GWh
Colombia,2020-04-01,Net Electricity Production,Not Specified,0.0,GWh
Colombia,2020-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3555.9577,GWh
Colombia,2020-04-01,Total Imports,Electricity,201.8666,GWh
Colombia,2020-04-01,Total Exports,Electricity,0.0,GWh
Colombia,2020-04-01,Used for pumped storage,Electricity,0.0,GWh
Colombia,2020-04-01,Distribution Losses,Electricity,409.1907,GWh
Colombia,2020-04-01,Final Consumption (Calculated),Electricity,5496.8907,GWh
Mexico,2020-04-01,Net Electricity Production,Electricity,23599.5478,GWh
Mexico,2020-04-01,Net Electricity Production,Nuclear,1103.7772,GWh
Mexico,2020-04-01,Net Electricity Production,Total Combustible Fuels,17683.9479,GWh
Mexico,2020-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",1380.6456,GWh
Mexico,2020-04-01,Net Electricity Production,Oil and Petroleum Products,3269.9424,GWh
Mexico,2020-04-01,Net Electricity Production,Natural Gas,12761.4622,GWh
Mexico,2020-04-01,Net Electricity Production,Combustible Renewables,260.1874,GWh
Mexico,2020-04-01,Net Electricity Production,Other Combustible Non-Renewables,11.7103,GWh
Mexico,2020-04-01,Net Electricity Production,Hydro,2339.5563,GWh
Mexico,2020-04-01,Net Electricity Production,Wind,1183.1916,GWh
Mexico,2020-04-01,Net Electricity Production,Solar,841.2292,GWh
Mexico,2020-04-01,Net Electricity Production,Geothermal,447.8456,GWh
Mexico,2020-04-01,Net Electricity Production,Other Renewables,0.0,GWh
Mexico,2020-04-01,Net Electricity Production,Not Specified,0.0,GWh
Mexico,2020-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5072.0101,GWh
Mexico,2020-04-01,Total Imports,Electricity,460.0851,GWh
Mexico,2020-04-01,Total Exports,Electricity,555.1076,GWh
Mexico,2020-04-01,Used for pumped storage,Electricity,0.0,GWh
Mexico,2020-04-01,Distribution Losses,Electricity,2188.0287,GWh
Mexico,2020-04-01,Final Consumption (Calculated),Electricity,21316.4966,GWh
Argentina,2020-04-01,Net Electricity Production,Electricity,9550.5272,GWh
Argentina,2020-04-01,Net Electricity Production,Nuclear,980.5793,GWh
Argentina,2020-04-01,Net Electricity Production,Total Combustible Fuels,6505.9769,GWh
Argentina,2020-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",0.0,GWh
Argentina,2020-04-01,Net Electricity Production,Oil and Petroleum Products,16.0492,GWh
Argentina,2020-04-01,Net Electricity Production,Natural Gas,6370.1373,GWh
Argentina,2020-04-01,Net Electricity Production,Combustible Renewables,119.7903,GWh
Argentina,2020-04-01,Net Electricity Production,Other Combustible Non-Renewables,0.0,GWh
Argentina,2020-04-01,Net Electricity Production,Hydro,1378.2762,GWh
Argentina,2020-04-01,Net Electricity Production,Wind,606.377,GWh
Argentina,2020-04-01,Net Electricity Production,Solar,79.3179,GWh
Argentina,2020-04-01,Net Electricity Production,Geothermal,0.0,GWh
Argentina,2020-04-01,Net Electricity Production,Other Renewables,0.0,GWh
Argentina,2020-04-01,Net Electricity Production,Not Specified,0.0,GWh
Argentina,2020-04-01,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2183.7614,GWh
Brazil,2020-04-01,Net Electricity Production,Electricity,45109.6154,GWh
Brazil,2020-04-01,Net Electricity Production,Nuclear,1269.9597,GWh
Brazil,2020-04-01,Net Electricity Production,Total Combustible Fuels,8553.0462,GWh
Brazil,2020-04-01,Net Electricity Production,"Coal, Peat and Manufactured Gases",298.9141,GWh
Brazil,2020-04-01,Net Electricity Production,Oil and Petroleum Products,751.6974,GWh
Brazil,2020-04-01,Net Electricity Production,Natural Gas,2675.0561,GWh
Brazil,2020-04-01,Net Electricity Production,Combustible Renewables,4649.6403,GWh
Brazil,2020-04-01,Net Electricity Production,Other Combustible Non-Renewables,177.7383,GWh
Brazil,2020-04-01,Net Electricity Production,Hydro,31330.9828,GWh
Brazil,2020-04-01,Net Electricity Production,Wind,3085.6029,GWh
Brazil,2020-04-01,Net Electricity Production,Solar,870.0237,GWh
Brazil,2020-04-01,Net Electricity Production,Geothermal,0.0,GWh
Brazil,2020-04-01,Net Electricity Production,Other Renewables,0.0,GWh
Brazil,2020-04-01,Net Electricity Production,Not Specified,0.0,GWh
